Time [s],Channel 6
10.110546000,1
10.110566000,0
10.110846000,1
10.110866000,0
10.111146000,1
10.111166000,0
10.111446000,1
10.111466000,0
10.111746000,1
10.111766000,0
10.112048000,1
10.112068000,0
10.112348000,1
10.112368000,0
10.112648000,1
10.112668000,0
10.112950000,1
10.112970000,0
10.113248000,1
10.113268000,0
10.113548000,1
10.113568000,0
10.113848000,1
10.113868000,0
10.114148000,1
10.114168000,0
10.114448000,1
10.114468000,0
10.114748000,1
10.114768000,0
10.115048000,1
10.115068000,0
10.115350000,1
10.115370000,0
10.115650000,1
10.115668000,0
10.115950000,1
10.115970000,0
10.116250000,1
10.116270000,0
10.116550000,1
10.116570000,0
10.116850000,1
10.116870000,0
10.117150000,1
10.117170000,0
10.117450000,1
10.117470000,0
10.117750000,1
10.117770000,0
10.118050000,1
10.118070000,0
10.118350000,1
10.118370000,0
10.118650000,1
10.118728000,0
10.118740000,1
10.118760000,0
10.118926000,1
10.118946000,0
10.119126000,1
10.119146000,0
10.119326000,1
10.119346000,0
10.119526000,1
10.119546000,0
10.119726000,1
10.119746000,0
10.119926000,1
10.119946000,0
10.120128000,1
10.120148000,0
10.120328000,1
10.120348000,0
10.120528000,1
10.120548000,0
10.120728000,1
10.120748000,0
10.120928000,1
10.120948000,0
10.121128000,1
10.121148000,0
10.121328000,1
10.121348000,0
10.121528000,1
10.121548000,0
10.121728000,1
10.121748000,0
10.121928000,1
10.121948000,0
10.122128000,1
10.122148000,0
10.122328000,1
10.122348000,0
10.122528000,1
10.122548000,0
10.122728000,1
10.122748000,0
10.122928000,1
10.122948000,0
10.123128000,1
10.123148000,0
10.123328000,1
10.123348000,0
10.123528000,1
10.123548000,0
10.123728000,1
10.123748000,0
10.123930000,1
10.123948000,0
10.124130000,1
10.124150000,0
10.124330000,1
10.124350000,0
10.124530000,1
10.124550000,0
10.124730000,1
10.124750000,0
10.124930000,1
10.124950000,0
10.125130000,1
10.125150000,0
10.125330000,1
10.125350000,0
10.125530000,1
10.125550000,0
10.125730000,1
10.125750000,0
10.125930000,1
10.125950000,0
10.126130000,1
10.126150000,0
10.126330000,1
10.126350000,0
10.126530000,1
10.126550000,0
10.126730000,1
10.126750000,0
10.126930000,1
10.126950000,0
10.127130000,1
10.127150000,0
10.127332000,1
10.127352000,0
10.127532000,1
10.127552000,0
10.127732000,1
10.127752000,0
10.127932000,1
10.127952000,0
10.128132000,1
10.128152000,0
10.128332000,1
10.128352000,0
10.128532000,1
10.128552000,0
10.128732000,1
10.128752000,0
10.128932000,1
10.128952000,0
10.129132000,1
10.129152000,0
10.129332000,1
10.129352000,0
10.129532000,1
10.129552000,0
10.129732000,1
10.129752000,0
10.129932000,1
10.129952000,0
10.130132000,1
10.130152000,0
10.130332000,1
10.130352000,0
10.130532000,1
10.130552000,0
10.130732000,1
10.130752000,0
10.130932000,1
10.130952000,0
10.131132000,1
10.131152000,0
10.131332000,1
10.131352000,0
10.131534000,1
10.131552000,0
10.131734000,1
10.131754000,0
10.131934000,1
10.131954000,0
10.132134000,1
10.132154000,0
10.132334000,1
10.132354000,0
10.132534000,1
10.132554000,0
10.132734000,1
10.132754000,0
10.132934000,1
10.132954000,0
10.133134000,1
10.133154000,0
10.133334000,1
10.133354000,0
10.133534000,1
10.133554000,0
10.133734000,1
10.133754000,0
10.133934000,1
10.133954000,0
10.134134000,1
10.134154000,0
10.134334000,1
10.134354000,0
10.134534000,1
10.134554000,0
10.134736000,1
10.134754000,0
10.134936000,1
10.134956000,0
10.135136000,1
10.135156000,0
10.135336000,1
10.135356000,0
10.135536000,1
10.135556000,0
10.135736000,1
10.135756000,0
10.135936000,1
10.135956000,0
10.136136000,1
10.136156000,0
10.136336000,1
10.136356000,0
10.136536000,1
10.136556000,0
10.136736000,1
10.136756000,0
10.136936000,1
10.136956000,0
10.137136000,1
10.137156000,0
10.137336000,1
10.137356000,0
10.137538000,1
10.137558000,0
10.137736000,1
10.137756000,0
10.137936000,1
10.137956000,0
10.138136000,1
10.138156000,0
10.138336000,1
10.138356000,0
10.138536000,1
10.138556000,0
10.138736000,1
10.138756000,0
10.138936000,1
10.138956000,0
10.139138000,1
10.139156000,0
10.139338000,1
10.139358000,0
10.139538000,1
10.139558000,0
10.139738000,1
10.139758000,0
10.139938000,1
10.139958000,0
10.140138000,1
10.140158000,0
10.140338000,1
10.140358000,0
10.140538000,1
10.140558000,0
10.140738000,1
10.140758000,0
10.140938000,1
10.140958000,0
10.141138000,1
10.141158000,0
10.141338000,1
10.141358000,0
10.141538000,1
10.141558000,0
10.141738000,1
10.141758000,0
10.141938000,1
10.141958000,0
10.142138000,1
10.142158000,0
10.142340000,1
10.142360000,0
10.142540000,1
10.142560000,0
10.142738000,1
10.142758000,0
10.142940000,1
10.142958000,0
10.143140000,1
10.143160000,0
10.143340000,1
10.143360000,0
10.143540000,1
10.143560000,0
10.143740000,1
10.143760000,0
10.143940000,1
10.143960000,0
10.144140000,1
10.144218000,0
10.144230000,1
10.144250000,0
10.144366000,1
10.144386000,0
10.144516000,1
10.144536000,0
10.144666000,1
10.144686000,0
10.144816000,1
10.144836000,0
10.144966000,1
10.144986000,0
10.145116000,1
10.145136000,0
10.145266000,1
10.145286000,0
10.145416000,1
10.145436000,0
10.145566000,1
10.145586000,0
10.145716000,1
10.145736000,0
10.145866000,1
10.145886000,0
10.146018000,1
10.146038000,0
10.146166000,1
10.146186000,0
10.146316000,1
10.146336000,0
10.146466000,1
10.146486000,0
10.146616000,1
10.146636000,0
10.146766000,1
10.146786000,0
10.146916000,1
10.146936000,0
10.147068000,1
10.147086000,0
10.147218000,1
10.147236000,0
10.147368000,1
10.147388000,0
10.147518000,1
10.147538000,0
10.147668000,1
10.147688000,0
10.147818000,1
10.147838000,0
10.147968000,1
10.147988000,0
10.148118000,1
10.148138000,0
10.148268000,1
10.148288000,0
10.148418000,1
10.148438000,0
10.148568000,1
10.148588000,0
10.148718000,1
10.148738000,0
10.148868000,1
10.148888000,0
10.149018000,1
10.149038000,0
10.149168000,1
10.149188000,0
10.149318000,1
10.149338000,0
10.149468000,1
10.149488000,0
10.149618000,1
10.149638000,0
10.149768000,1
10.149788000,0
10.149918000,1
10.149938000,0
10.150068000,1
10.150088000,0
10.150218000,1
10.150238000,0
10.150368000,1
10.150388000,0
10.150518000,1
10.150538000,0
10.150670000,1
10.150690000,0
10.150820000,1
10.150838000,0
10.150970000,1
10.150988000,0
10.151120000,1
10.151140000,0
10.151270000,1
10.151290000,0
10.151420000,1
10.151440000,0
10.151570000,1
10.151590000,0
10.151720000,1
10.151740000,0
10.151870000,1
10.151890000,0
10.152020000,1
10.152040000,0
10.152170000,1
10.152190000,0
10.152320000,1
10.152340000,0
10.152470000,1
10.152490000,0
10.152620000,1
10.152640000,0
10.152770000,1
10.152790000,0
10.152920000,1
10.152940000,0
10.153070000,1
10.153090000,0
10.153220000,1
10.153240000,0
10.153370000,1
10.153390000,0
10.153520000,1
10.153540000,0
10.153672000,1
10.153692000,0
10.153820000,1
10.153840000,0
10.153970000,1
10.153990000,0
10.154120000,1
10.154140000,0
10.154270000,1
10.154290000,0
10.154420000,1
10.154440000,0
10.154570000,1
10.154590000,0
10.154720000,1
10.154740000,0
10.154872000,1
10.154892000,0
10.155022000,1
10.155042000,0
10.155172000,1
10.155192000,0
10.155322000,1
10.155342000,0
10.155472000,1
10.155492000,0
10.155622000,1
10.155642000,0
10.155772000,1
10.155792000,0
10.155922000,1
10.155942000,0
10.156072000,1
10.156092000,0
10.156222000,1
10.156242000,0
10.156372000,1
10.156392000,0
10.156522000,1
10.156542000,0
10.156672000,1
10.156692000,0
10.156822000,1
10.156842000,0
10.156972000,1
10.156992000,0
10.157122000,1
10.157142000,0
10.157272000,1
10.157292000,0
10.157424000,1
10.157444000,0
10.157572000,1
10.157592000,0
10.157722000,1
10.157742000,0
10.157872000,1
10.157892000,0
10.158022000,1
10.158042000,0
10.158172000,1
10.158192000,0
10.158322000,1
10.158342000,0
10.158472000,1
10.158492000,0
10.158624000,1
10.158642000,0
10.158774000,1
10.158794000,0
10.158924000,1
10.158944000,0
10.159074000,1
10.159094000,0
10.159224000,1
10.159244000,0
10.159374000,1
10.159394000,0
10.159524000,1
10.159544000,0
10.159674000,1
10.159694000,0
10.159824000,1
10.159844000,0
10.159974000,1
10.159994000,0
10.160124000,1
10.160144000,0
10.160274000,1
10.160294000,0
10.160424000,1
10.160444000,0
10.160574000,1
10.160594000,0
10.160724000,1
10.160744000,0
10.160874000,1
10.160894000,0
10.161024000,1
10.161044000,0
10.161174000,1
10.161194000,0
10.161324000,1
10.161344000,0
10.161474000,1
10.161494000,0
10.161624000,1
10.161644000,0
10.161774000,1
10.161794000,0
10.161924000,1
10.161944000,0
10.162074000,1
10.162094000,0
10.162224000,1
10.162244000,0
10.162376000,1
10.162394000,0
10.162526000,1
10.162544000,0
10.162676000,1
10.162696000,0
10.162826000,1
10.162846000,0
10.162976000,1
10.162996000,0
10.163126000,1
10.163146000,0
10.163276000,1
10.163352000,0
10.163366000,1
10.163386000,0
10.163472000,1
10.163492000,0
10.163592000,1
10.163612000,0
10.163712000,1
10.163732000,0
10.163832000,1
10.163852000,0
10.163952000,1
10.163972000,0
10.164072000,1
10.164092000,0
10.164192000,1
10.164212000,0
10.164312000,1
10.164332000,0
10.164432000,1
10.164452000,0
10.164552000,1
10.164572000,0
10.164672000,1
10.164692000,0
10.164792000,1
10.164812000,0
10.164912000,1
10.164932000,0
10.165032000,1
10.165052000,0
10.165152000,1
10.165172000,0
10.165272000,1
10.165292000,0
10.165392000,1
10.165412000,0
10.165512000,1
10.165532000,0
10.165632000,1
10.165652000,0
10.165752000,1
10.165772000,0
10.165872000,1
10.165892000,0
10.165992000,1
10.166012000,0
10.166112000,1
10.166132000,0
10.166232000,1
10.166252000,0
10.166352000,1
10.166372000,0
10.166472000,1
10.166492000,0
10.166592000,1
10.166612000,0
10.166714000,1
10.166732000,0
10.166834000,1
10.166852000,0
10.166954000,1
10.166972000,0
10.167074000,1
10.167094000,0
10.167194000,1
10.167214000,0
10.167314000,1
10.167334000,0
10.167434000,1
10.167454000,0
10.167554000,1
10.167574000,0
10.167674000,1
10.167694000,0
10.167794000,1
10.167814000,0
10.167914000,1
10.167934000,0
10.168034000,1
10.168054000,0
10.168154000,1
10.168174000,0
10.168276000,1
10.168296000,0
10.168394000,1
10.168414000,0
10.168514000,1
10.168534000,0
10.168634000,1
10.168654000,0
10.168754000,1
10.168774000,0
10.168874000,1
10.168894000,0
10.168994000,1
10.169014000,0
10.169114000,1
10.169134000,0
10.169234000,1
10.169254000,0
10.169354000,1
10.169374000,0
10.169474000,1
10.169494000,0
10.169594000,1
10.169614000,0
10.169714000,1
10.169734000,0
10.169834000,1
10.169854000,0
10.169954000,1
10.169974000,0
10.170074000,1
10.170094000,0
10.170194000,1
10.170214000,0
10.170314000,1
10.170334000,0
10.170434000,1
10.170454000,0
10.170556000,1
10.170574000,0
10.170676000,1
10.170696000,0
10.170796000,1
10.170814000,0
10.170916000,1
10.170936000,0
10.171036000,1
10.171056000,0
10.171156000,1
10.171176000,0
10.171276000,1
10.171296000,0
10.171396000,1
10.171416000,0
10.171516000,1
10.171536000,0
10.171636000,1
10.171656000,0
10.171756000,1
10.171776000,0
10.171876000,1
10.171896000,0
10.171996000,1
10.172016000,0
10.172116000,1
10.172136000,0
10.172236000,1
10.172256000,0
10.172356000,1
10.172376000,0
10.172476000,1
10.172496000,0
10.172596000,1
10.172616000,0
10.172716000,1
10.172736000,0
10.172836000,1
10.172856000,0
10.172956000,1
10.172976000,0
10.173076000,1
10.173096000,0
10.173196000,1
10.173216000,0
10.173316000,1
10.173336000,0
10.173436000,1
10.173456000,0
10.173556000,1
10.173576000,0
10.173676000,1
10.173696000,0
10.173796000,1
10.173816000,0
10.173916000,1
10.173936000,0
10.174036000,1
10.174056000,0
10.174156000,1
10.174176000,0
10.174278000,1
10.174296000,0
10.174396000,1
10.174416000,0
10.174518000,1
10.174536000,0
10.174638000,1
10.174658000,0
10.174758000,1
10.174778000,0
10.174878000,1
10.174898000,0
10.174998000,1
10.175018000,0
10.175118000,1
10.175138000,0
10.175238000,1
10.175258000,0
10.175358000,1
10.175378000,0
10.175478000,1
10.175498000,0
10.175598000,1
10.175618000,0
10.175718000,1
10.175738000,0
10.175838000,1
10.175858000,0
10.175958000,1
10.175978000,0
10.176078000,1
10.176098000,0
10.176198000,1
10.176218000,0
10.176318000,1
10.176338000,0
10.176438000,1
10.176458000,0
10.176558000,1
10.176578000,0
10.176678000,1
10.176698000,0
10.176798000,1
10.176818000,0
10.176918000,1
10.176938000,0
10.177038000,1
10.177058000,0
10.177158000,1
10.177178000,0
10.177278000,1
10.177298000,0
10.177398000,1
10.177418000,0
10.177518000,1
10.177538000,0
10.177638000,1
10.177658000,0
10.177758000,1
10.177778000,0
10.177880000,1
10.177900000,0
10.177998000,1
10.178018000,0
10.178118000,1
10.178138000,0
10.178240000,1
10.178258000,0
10.178360000,1
10.178380000,0
10.178480000,1
10.178500000,0
10.178600000,1
10.178676000,0
10.178690000,1
10.178710000,0
10.178776000,1
10.178794000,0
10.178876000,1
10.178894000,0
10.178976000,1
10.178994000,0
10.179076000,1
10.179096000,0
10.179176000,1
10.179196000,0
10.179276000,1
10.179296000,0
10.179376000,1
10.179396000,0
10.179476000,1
10.179496000,0
10.179576000,1
10.179596000,0
10.179676000,1
10.179696000,0
10.179776000,1
10.179796000,0
10.179876000,1
10.179896000,0
10.179976000,1
10.179996000,0
10.180076000,1
10.180096000,0
10.180176000,1
10.180196000,0
10.180276000,1
10.180296000,0
10.180376000,1
10.180396000,0
10.180476000,1
10.180496000,0
10.180576000,1
10.180596000,0
10.180676000,1
10.180696000,0
10.180776000,1
10.180796000,0
10.180876000,1
10.180896000,0
10.180976000,1
10.180996000,0
10.181076000,1
10.181096000,0
10.181176000,1
10.181196000,0
10.181276000,1
10.181296000,0
10.181376000,1
10.181396000,0
10.181476000,1
10.181496000,0
10.181576000,1
10.181596000,0
10.181676000,1
10.181696000,0
10.181776000,1
10.181796000,0
10.181876000,1
10.181896000,0
10.181976000,1
10.181996000,0
10.182076000,1
10.182096000,0
10.182176000,1
10.182196000,0
10.182276000,1
10.182296000,0
10.182378000,1
10.182398000,0
10.182476000,1
10.182496000,0
10.182576000,1
10.182596000,0
10.182678000,1
10.182698000,0
10.182778000,1
10.182796000,0
10.182878000,1
10.182898000,0
10.182978000,1
10.182998000,0
10.183078000,1
10.183098000,0
10.183178000,1
10.183198000,0
10.183278000,1
10.183298000,0
10.183378000,1
10.183398000,0
10.183478000,1
10.183498000,0
10.183578000,1
10.183598000,0
10.183678000,1
10.183698000,0
10.183778000,1
10.183798000,0
10.183878000,1
10.183898000,0
10.183978000,1
10.183998000,0
10.184078000,1
10.184098000,0
10.184178000,1
10.184198000,0
10.184278000,1
10.184298000,0
10.184378000,1
10.184398000,0
10.184478000,1
10.184498000,0
10.184578000,1
10.184598000,0
10.184678000,1
10.184698000,0
10.184778000,1
10.184798000,0
10.184878000,1
10.184898000,0
10.184978000,1
10.184998000,0
10.185078000,1
10.185098000,0
10.185178000,1
10.185198000,0
10.185278000,1
10.185298000,0
10.185378000,1
10.185398000,0
10.185478000,1
10.185498000,0
10.185580000,1
10.185600000,0
10.185678000,1
10.185698000,0
10.185778000,1
10.185798000,0
10.185878000,1
10.185898000,0
10.185978000,1
10.185998000,0
10.186078000,1
10.186098000,0
10.186180000,1
10.186200000,0
10.186278000,1
10.186298000,0
10.186380000,1
10.186398000,0
10.186480000,1
10.186498000,0
10.186580000,1
10.186598000,0
10.186680000,1
10.186700000,0
10.186780000,1
10.186800000,0
10.186880000,1
10.186900000,0
10.186980000,1
10.187000000,0
10.187080000,1
10.187100000,0
10.187180000,1
10.187200000,0
10.187280000,1
10.187300000,0
10.187380000,1
10.187400000,0
10.187480000,1
10.187500000,0
10.187580000,1
10.187600000,0
10.187680000,1
10.187700000,0
10.187780000,1
10.187800000,0
10.187880000,1
10.187900000,0
10.187980000,1
10.188000000,0
10.188080000,1
10.188100000,0
10.188180000,1
10.188200000,0
10.188280000,1
10.188300000,0
10.188380000,1
10.188400000,0
10.188480000,1
10.188500000,0
10.188580000,1
10.188600000,0
10.188680000,1
10.188700000,0
10.188780000,1
10.188800000,0
10.188880000,1
10.188900000,0
10.188980000,1
10.189000000,0
10.189080000,1
10.189100000,0
10.189180000,1
10.189200000,0
10.189280000,1
10.189300000,0
10.189382000,1
10.189400000,0
10.189480000,1
10.189500000,0
10.189580000,1
10.189600000,0
10.189680000,1
10.189700000,0
10.189780000,1
10.189800000,0
10.189880000,1
10.189900000,0
10.189982000,1
10.190002000,0
10.190080000,1
10.190100000,0
10.190182000,1
10.190200000,0
10.190282000,1
10.190300000,0
10.190382000,1
10.190400000,0
10.190482000,1
10.190502000,0
10.190582000,1
10.190602000,0
10.190682000,1
10.190702000,0
10.190782000,1
10.190802000,0
10.190882000,1
10.190902000,0
10.190982000,1
10.191002000,0
10.191082000,1
10.191102000,0
10.191182000,1
10.191202000,0
10.191282000,1
10.191302000,0
10.191382000,1
10.191458000,0
10.191472000,1
10.191492000,0
10.191542000,1
10.191562000,0
10.191628000,1
10.191648000,0
10.191712000,1
10.191732000,0
10.191798000,1
10.191818000,0
10.191884000,1
10.191902000,0
10.191968000,1
10.191988000,0
10.192052000,1
10.192072000,0
10.192138000,1
10.192158000,0
10.192222000,1
10.192242000,0
10.192308000,1
10.192328000,0
10.192394000,1
10.192414000,0
10.192478000,1
10.192498000,0
10.192562000,1
10.192582000,0
10.192648000,1
10.192668000,0
10.192732000,1
10.192752000,0
10.192818000,1
10.192838000,0
10.192904000,1
10.192922000,0
10.192988000,1
10.193008000,0
10.193074000,1
10.193094000,0
10.193158000,1
10.193178000,0
10.193244000,1
10.193264000,0
10.193328000,1
10.193348000,0
10.193414000,1
10.193434000,0
10.193498000,1
10.193518000,0
10.193584000,1
10.193604000,0
10.193668000,1
10.193688000,0
10.193754000,1
10.193774000,0
10.193838000,1
10.193858000,0
10.193924000,1
10.193944000,0
10.194008000,1
10.194028000,0
10.194094000,1
10.194114000,0
10.194178000,1
10.194198000,0
10.194264000,1
10.194284000,0
10.194350000,1
10.194370000,0
10.194434000,1
10.194454000,0
10.194518000,1
10.194538000,0
10.194604000,1
10.194624000,0
10.194688000,1
10.194708000,0
10.194774000,1
10.194794000,0
10.194860000,1
10.194880000,0
10.194944000,1
10.194964000,0
10.195030000,1
10.195050000,0
10.195114000,1
10.195134000,0
10.195200000,1
10.195220000,0
10.195284000,1
10.195304000,0
10.195370000,1
10.195390000,0
10.195454000,1
10.195474000,0
10.195540000,1
10.195560000,0
10.195624000,1
10.195644000,0
10.195710000,1
10.195730000,0
10.195794000,1
10.195814000,0
10.195880000,1
10.195900000,0
10.195964000,1
10.195984000,0
10.196050000,1
10.196070000,0
10.196134000,1
10.196154000,0
10.196220000,1
10.196240000,0
10.196306000,1
10.196326000,0
10.196390000,1
10.196410000,0
10.196474000,1
10.196494000,0
10.196560000,1
10.196580000,0
10.196646000,1
10.196664000,0
10.196730000,1
10.196750000,0
10.196816000,1
10.196836000,0
10.196900000,1
10.196920000,0
10.196986000,1
10.197006000,0
10.197070000,1
10.197090000,0
10.197156000,1
10.197176000,0
10.197240000,1
10.197260000,0
10.197326000,1
10.197346000,0
10.197410000,1
10.197430000,0
10.197496000,1
10.197516000,0
10.197580000,1
10.197600000,0
10.197666000,1
10.197686000,0
10.197750000,1
10.197770000,0
10.197836000,1
10.197856000,0
10.197920000,1
10.197940000,0
10.198006000,1
10.198026000,0
10.198090000,1
10.198110000,0
10.198176000,1
10.198196000,0
10.198262000,1
10.198282000,0
10.198346000,1
10.198366000,0
10.198432000,1
10.198450000,0
10.198516000,1
10.198536000,0
10.198602000,1
10.198620000,0
10.198686000,1
10.198706000,0
10.198772000,1
10.198792000,0
10.198856000,1
10.198876000,0
10.198942000,1
10.198962000,0
10.199026000,1
10.199046000,0
10.199112000,1
10.199132000,0
10.199196000,1
10.199216000,0
10.199282000,1
10.199302000,0
10.199366000,1
10.199386000,0
10.199452000,1
10.199472000,0
10.199536000,1
10.199556000,0
10.199622000,1
10.199642000,0
10.199706000,1
10.199726000,0
10.199792000,1
10.199812000,0
10.199876000,1
10.199896000,0
10.199962000,1
10.199982000,0
10.200046000,1
10.200066000,0
10.200132000,1
10.200152000,0
10.200216000,1
10.200236000,0
10.200302000,1
10.200322000,0
10.200388000,1
10.200406000,0
10.200472000,1
10.200492000,0
10.200558000,1
10.200576000,0
10.200642000,1
10.200662000,0
10.200728000,1
10.200748000,0
10.200812000,1
10.200832000,0
10.200898000,1
10.200918000,0
10.200982000,1
10.201002000,0
10.201068000,1
10.201088000,0
10.201152000,1
10.201172000,0
10.201238000,1
10.201258000,0
10.201322000,1
10.201342000,0
10.201408000,1
10.201428000,0
10.201492000,1
10.201512000,0
10.201578000,1
10.201598000,0
10.201662000,1
10.201682000,0
10.201748000,1
10.201768000,0
10.201832000,1
10.201852000,0
10.201918000,1
10.201938000,0
10.202002000,1
10.202022000,0
10.202088000,1
10.202108000,0
10.202172000,1
10.202192000,0
10.202258000,1
10.202336000,0
10.202348000,1
10.202368000,0
10.202408000,1
10.202428000,0
10.202484000,1
10.202504000,0
10.202558000,1
10.202578000,0
10.202634000,1
10.202654000,0
10.202710000,1
10.202730000,0
10.202784000,1
10.202804000,0
10.202860000,1
10.202878000,0
10.202934000,1
10.202954000,0
10.203010000,1
10.203028000,0
10.203084000,1
10.203104000,0
10.203160000,1
10.203180000,0
10.203234000,1
10.203254000,0
10.203310000,1
10.203330000,0
10.203384000,1
10.203404000,0
10.203460000,1
10.203480000,0
10.203534000,1
10.203554000,0
10.203610000,1
10.203630000,0
10.203684000,1
10.203704000,0
10.203760000,1
10.203780000,0
10.203834000,1
10.203854000,0
10.203910000,1
10.203930000,0
10.203984000,1
10.204004000,0
10.204060000,1
10.204080000,0
10.204134000,1
10.204154000,0
10.204210000,1
10.204230000,0
10.204284000,1
10.204304000,0
10.204360000,1
10.204380000,0
10.204434000,1
10.204454000,0
10.204510000,1
10.204530000,0
10.204584000,1
10.204604000,0
10.204660000,1
10.204680000,0
10.204736000,1
10.204756000,0
10.204810000,1
10.204830000,0
10.204886000,1
10.204904000,0
10.204960000,1
10.204980000,0
10.205036000,1
10.205056000,0
10.205110000,1
10.205130000,0
10.205186000,1
10.205206000,0
10.205260000,1
10.205280000,0
10.205336000,1
10.205356000,0
10.205410000,1
10.205430000,0
10.205486000,1
10.205506000,0
10.205560000,1
10.205580000,0
10.205636000,1
10.205656000,0
10.205710000,1
10.205730000,0
10.205786000,1
10.205806000,0
